"spec";"h_iter";"eta_gzt_mitt";"eta_gzg_mitt";"sig_gzt_mitt";"sig_gzg_mitt";"w_iter";"gam_ks";"gam_ku";"ei_eff_gzg";"ei_eff_gzt"
"SPEC_8";0.065;0.555565416968342;0.0316090461085825;0.639085417985916;-0.537353783845902;44.0736026763916;0.327685784484483;0.264810993001354;14717980.57;13538336.47
"SPEC_8";0.065;0.555565416968342;0.0316090461085825;0.639085417985916;-0.537353783845902;44.0736026763916;0.327685784484483;0.264810993001354;14717980.57;13538336.47
"SPEC_9";0.1;1.59339487500828;0.572738544521592;1.83293523788452;0.658840239048004;15.8231892585754;0.278365267824848;0.212636667856108;41306188.6;37212395.86
"SPEC_9";0.095;1.12893656695003;0.255143869548423;1.29865336418152;0.293500497937203;15.8271760940552;0.288155524767786;0.221014415222947;41533401.75;37441094.34
"SPEC_9";0.09;0.642499782768964;0.00526777216616799;0.739088916778565;-0.0895521268248558;15.8308877944946;0.298691328816315;0.230093766606326;41732603.74;37650274.54
"SPEC_9";0.09;0.642499782768964;0.00526777216616799;0.739088916778565;-0.0895521268248558;15.8308877944946;0.298691328816315;0.230093766606326;41732603.74;37650274.54
"SPEC_9";0.09;0.642499782768964;0.00526777216616799;0.739088916778565;-0.0895521268248558;15.8308877944946;0.298691328816315;0.230093766606326;41732603.74;37650274.54
"SPEC_9";0.09;0.642499782768964;0.00526777216616799;0.739088916778565;-0.0895521268248558;15.8308877944946;0.298691328816315;0.230093766606326;41732603.74;37650274.54
"SPEC_9";0.09;0.642499782768964;0.00526777216616799;0.739088916778565;-0.0895521268248558;15.8308877944946;0.298691328816315;0.230093766606326;41732603.74;37650274.54
"SPEC_9";0.09;0.642499782768964;0.00526777216616799;0.739088916778565;-0.0895521268248558;15.8308877944946;0.298691328816315;0.230093766606326;41732603.74;37650274.54
"SPEC_9";0.09;0.642499782768964;0.00526777216616799;0.739088916778565;-0.0895521268248558;15.8308877944946;0.298691328816315;0.230093766606326;41732603.74;37650274.54
"SPEC_10";0.1;4.39466418683858;2.33260678816657;5.05532870292664;2.68327534198761;28.0029716491699;0.276440675197758;0.21439599522299;22274627.9;20284179.18
"SPEC_10";0.095;3.66487439491894;1.83601189060371;4.21582717895508;2.1120256781578;28.0394697189331;0.285354408844251;0.222311585098762;22456232.92;20460760.92
"SPEC_10";0.09;2.89834028256177;1.31504565382377;3.33405743837356;1.51274085044861;28.0620546340943;0.294936169899426;0.230874177804133;22622296.66;20625719.28
"SPEC_10";0.085;2.09210663990711;0.767209501551117;2.40662000477314;0.882546663284302;28.0756540298462;0.305285895736199;0.240180494535085;22770771.66;20777661.12
"SPEC_10";0.08;1.2419497688692;0.189080527816017;1.42865621745586;0.217505633831025;28.0859174728394;0.316521840987662;0.250346067723598;22899302.16;20914565.23
"SPEC_10";0.075;0.341974584408961;0.0286882616141263;0.393384763598442;-0.487700447440147;28.0993938446045;0.328783421072906;0.261509497229726;23005097.33;21033967.42
"SPEC_10";0.075;0.341974584408961;0.0286882616141263;0.393384763598442;-0.487700447440147;28.0993938446045;0.328783421072906;0.261509497229726;23005097.33;21033967.42
"SPEC_10";0.075;0.341974584408961;0.0286882616141263;0.393384763598442;-0.487700447440147;28.0993938446045;0.328783421072906;0.261509497229726;23005097.33;21033967.42
"SPEC_10";0.075;0.341974584408961;0.0286882616141263;0.393384763598442;-0.487700447440147;28.0993938446045;0.328783421072906;0.261509497229726;23005097.33;21033967.42
"SPEC_11";0.1;3.28901581610849;1.59229870569323;3.78346452713014;1.83167427778244;21.7862167358399;0.258566291092717;0.196747282409343;29015505.47;26076070.64
"SPEC_11";0.095;2.70191340369095;1.19300874479609;3.10810105204582;1.37235772609711;21.8062009811401;0.267548078975326;0.204440692683337;29239875.24;26291674.43
"SPEC_11";0.09;2.08632948346084;0.774761449769075;2.39997434914112;0.891233921051026;21.818078994751;0.277233685613742;0.21279054647784;29445084.84;26494056.74
"SPEC_11";0.085;1.4398338465855;0.335473853309961;1.65628886818886;0.385906755924225;21.8255300521851;0.287721349271783;0.221892004471747;29628325.44;26680975.78
"SPEC_11";0.08;0.758977173049012;0.00863978529677672;0.87307674139738;-0.146876350045204;21.8327751159668;0.299126484466306;0.231858328869226;29786292.55;26849791.94
"SPEC_11";0.08;0.758977173049012;0.00863978529677672;0.87307674139738;-0.146876350045204;21.8327751159668;0.299126484466306;0.231858328869226;29786292.55;26849791.94
"SPEC_11";0.08;0.758977173049012;0.00863978529677672;0.87307674139738;-0.146876350045204;21.8327751159668;0.299126484466306;0.231858328869226;29786292.55;26849791.94
"SPEC_11";0.08;0.758977173049012;0.00863978529677672;0.87307674139738;-0.146876350045204;21.8327751159668;0.299126484466306;0.231858328869226;29786292.55;26849791.94
"SPEC_11";0.08;0.758977173049012;0.00863978529677672;0.87307674139738;-0.146876350045204;21.8327751159668;0.299126484466306;0.231858328869226;29786292.55;26849791.94
"SPEC_12";0.1;5.15811609828068;2.88247170913948;5.93355288505554;3.31580328941345;29.5601358413696;0.259127108120931;0.201086940643899;20752364.51;18977424.62
"SPEC_12";0.095;4.42108096885737;2.38026435462954;5.08571680784226;2.73809742927551;29.6196823120117;0.267350322454797;0.208424735210156;20927849.36;19147198.76
"SPEC_12";0.09;3.64495103029678;1.85244474090448;4.19290866851806;2.13092893362045;29.6587820053101;0.276211298750445;0.216374276459055;21090021.6;19307054.79
"SPEC_12";0.085;2.82723629726807;1.29682927572427;3.25226415395737;1.49178594350815;29.6825523376465;0.285811760633495;0.225031210795942;21237199.07;19455541.9
"SPEC_12";0.08;1.96419712064302;0.710324882182893;2.25948142111301;0.817110389471054;29.69690990448;0.296272597633942;0.234510332501578;21367446.85;19590965.56
"SPEC_12";0.075;1.05046012485521;0.0886593431761147;1.20837929695845;0.101987797766924;29.7087020874024;0.307737313155314;0.244950002442054;21478259.52;19711295.22
"SPEC_12";0.07;0.0784518093548627;0.0388418576296638;0.0902457313612104;-0.660311579704284;29.725962638855;0.320376039418982;0.256517600983342;21566124.26;19814031.14
"SPEC_12";0.07;0.0784518093548627;0.0388418576296638;0.0902457313612104;-0.660311579704284;29.725962638855;0.320376039418982;0.256517600983342;21566124.26;19814031.14
"SPEC_12";0.07;0.0784518093548627;0.0388418576296638;0.0902457313612104;-0.660311579704284;29.725962638855;0.320376039418982;0.256517600983342;21566124.26;19814031.14
"SPEC_13";0.1;3.12161054759052;1.45765585472397;3.5908926665783;1.67679011821747;22.4667921066284;0.275871982246733;0.211016586385609;28432812.84;25589630.57
"SPEC_13";0.095;2.50474596776606;1.0379416222021;2.88129277825356;1.19397884607315;22.4825973510742;0.285302168157565;0.219167139588646;28646785.42;25797248.75
"SPEC_13";0.09;1.85839621632454;0.598409069824551;2.13777511417866;0.688369899988175;22.4920358657837;0.295446141966566;0.227995789144526;28840470.77;25990844.02
"SPEC_13";0.085;1.17975957011596;0.136712352820529;1.3571167588234;0.157264776527882;22.4989500045776;0.306401530400074;0.237599020556932;29010970.95;26168097.06
"SPEC_13";0.08;0.464944906319027;0.02370285987854;0.534841623902321;-0.40294861793518;22.5077381134033;0.318282422271049;0.24809135540854;29154888.38;26326252.49
"SPEC_13";0.08;0.464944906319027;0.02370285987854;0.534841623902321;-0.40294861793518;22.5077381134033;0.318282422271049;0.24809135540854;29154888.38;26326252.49
"SPEC_13";0.08;0.464944906319027;0.02370285987854;0.534841623902321;-0.40294861793518;22.5077381134033;0.318282422271049;0.24809135540854;29154888.38;26326252.49
"SPEC_13";0.08;0.464944906319027;0.02370285987854;0.534841623902321;-0.40294861793518;22.5077381134033;0.318282422271049;0.24809135540854;29154888.38;26326252.49
"SPEC_13";0.08;0.464944906319027;0.02370285987854;0.534841623902321;-0.40294861793518;22.5077381134033;0.318282422271049;0.24809135540854;29154888.38;26326252.49
"SPEC_14";0.1;3.97336256854675;1.97910163916793;4.05282981991768;2.01868367195129;25.1738882064819;0.277718570176902;0.21419245588438;24908060.84;22553313.79
"SPEC_14";0.095;3.23961790870218;1.48019545218524;3.30441026687622;1.50979936122894;25.1969060897828;0.286875995124295;0.222237809445318;25101553.64;22741798.68
"SPEC_14";0.09;2.47006433851579;0.957367379291385;2.51946562528611;0.976514726877213;25.2106866836548;0.296728605244147;0.230949451525005;25277546.13;22917609.46
"SPEC_14";0.085;1.66153176742442;0.407954086275662;1.6947624027729;0.416113168001175;25.2196340560913;0.307375114928412;0.240424106621688;25433630.84;23078986.85
"SPEC_14";0.08;0.809554422602934;0.0123585767605725;0.825745511054992;-0.175079837441444;25.2287845611572;0.318931585273905;0.250776832266547;25567006.91;23223586.11
"SPEC_14";0.08;0.809554422602934;0.0123585767605725;0.825745511054992;-0.175079837441444;25.2287845611572;0.318931585273905;0.250776832266547;25567006.91;23223586.11
"SPEC_14";0.08;0.809554422602934;0.0123585767605725;0.825745511054992;-0.175079837441444;25.2287845611572;0.318931585273905;0.250776832266547;25567006.91;23223586.11
"SPEC_14";0.08;0.809554422602934;0.0123585767605725;0.825745511054992;-0.175079837441444;25.2287845611572;0.318931585273905;0.250776832266547;25567006.91;23223586.11
"SPEC_14";0.08;0.809554422602934;0.0123585767605725;0.825745511054992;-0.175079837441444;25.2287845611572;0.318931585273905;0.250776832266547;25567006.91;23223586.11
"SPEC_15";0.1;3.48068327832043;1.83710770921231;5.24654992818832;2.76913368701935;24.5393047332764;0.25108657153456;0.191790041121431;25564022.88;23099285.96
"SPEC_15";0.095;2.95024988451978;1.47643106693401;4.44700999259949;2.22547376155853;24.5773344039917;0.259682769603366;0.199210479306091;25777140.96;23302897.7
"SPEC_15";0.09;2.39273052150199;1.09799284684031;3.606642472744;1.65504121780396;24.601375579834;0.268947789011189;0.207259249977963;25973716.54;23494907.43
"SPEC_15";0.085;1.80619926591829;0.700099239672037;2.72254436016083;1.05528292059898;24.6156091690064;0.278980548948029;0.216030497497567;26151425.98;23673425.41
"SPEC_15";0.08;1.18782732442964;0.28039627386795;1.79045172035694;0.422650650143623;24.6248416900634;0.289898732565388;0.225637191949241;26307582.85;23836228.5
"SPEC_15";0.075;0.533605435157129;0.00971343704298431;0.804321259260179;-0.2476926445961;24.6346349716187;0.301841799971291;0.236215504632955;26438982.48;23980643.62
"SPEC_15";0.075;0.533605435157129;0.00971343704298431;0.804321259260179;-0.2476926445961;24.6346349716187;0.301841799971291;0.236215504632955;26438982.48;23980643.62
"SPEC_15";0.075;0.533605435157129;0.00971343704298431;0.804321259260179;-0.2476926445961;24.6346349716187;0.301841799971291;0.236215504632955;26438982.48;23980643.62
"SPEC_15";0.075;0.533605435157129;0.00971343704298431;0.804321259260179;-0.2476926445961;24.6346349716187;0.301841799971291;0.236215504632955;26438982.48;23980643.62
"SPEC_16";0.1;2.44544252075343;1.22181483539282;2.81307404637336;1.40549433231354;22.4117908477783;0.360049327959534;0.292024623290301;27873158.28;25857290.11
"SPEC_16";0.095;1.81541216525435;0.790844081761491;2.08832912743092;0.909734308719635;22.4237909317017;0.369714151441422;0.301289888703102;28069642.41;26056901.2
"SPEC_16";0.09;1.15503968362772;0.339048098253534;1.32868064939976;0.390018329024315;22.4323606491089;0.380042215537608;0.311243424186237;28242413.48;26237760.14
"SPEC_16";0.085;0.460886638973181;0.00921985638492248;0.530173263698816;-0.156737558543682;22.4417285919189;0.391131482694747;0.321984455086096;28388821.87;26397393.8
"SPEC_16";0.085;0.460886638973181;0.00921985638492248;0.530173263698816;-0.156737558543682;22.4417285919189;0.391131482694747;0.321984455086096;28388821.87;26397393.8
"SPEC_16";0.085;0.460886638973181;0.00921985638492248;0.530173263698816;-0.156737558543682;22.4417285919189;0.391131482694747;0.321984455086096;28388821.87;26397393.8
"SPEC_16";0.085;0.460886638973181;0.00921985638492248;0.530173263698816;-0.156737558543682;22.4417285919189;0.391131482694747;0.321984455086096;28388821.87;26397393.8
"SPEC_16";0.085;0.460886638973181;0.00921985638492248;0.530173263698816;-0.156737558543682;22.4417285919189;0.391131482694747;0.321984455086096;28388821.87;26397393.8
"SPEC_16";0.085;0.460886638973181;0.00921985638492248;0.530173263698816;-0.156737558543682;22.4417285919189;0.391131482694747;0.321984455086096;28388821.87;26397393.8
"SPEC_17";0.1;1.8876111307064;0.876927342977223;2.1713820040226;1.00875875353813;11.765172958374;0.369435503663565;0.281599659477485;28123092.98;25512684.91
"SPEC_17";0.095;1.42397554809893;0.561648868056734;1.6380465388298;0.646083414554596;11.7731013298035;0.38195371051513;0.292542612255924;28393205.85;25771854.97
"SPEC_17";0.09;0.939572808691399;0.232415865881138;1.08082192093134;0.267355717718602;11.7769346237183;0.395196807329363;0.304258965293302;28639842.81;26013786.76
"SPEC_17";0.09;0.939572808691399;0.232415865881138;1.08082192093134;0.267355717718602;11.7769346237183;0.395196807329363;0.304258965293302;28639842.81;26013786.76
"SPEC_17";0.09;0.939572808691399;0.232415865881138;1.08082192093134;0.267355717718602;11.7769346237183;0.395196807329363;0.304258965293302;28639842.81;26013786.76
"SPEC_17";0.09;0.939572808691399;0.232415865881138;1.08082192093134;0.267355717718602;11.7769346237183;0.395196807329363;0.304258965293302;28639842.81;26013786.76
"SPEC_17";0.09;0.939572808691399;0.232415865881138;1.08082192093134;0.267355717718602;11.7769346237183;0.395196807329363;0.304258965293302;28639842.81;26013786.76
"SPEC_17";0.09;0.939572808691399;0.232415865881138;1.08082192093134;0.267355717718602;11.7769346237183;0.395196807329363;0.304258965293302;28639842.81;26013786.76
"SPEC_17";0.09;0.939572808691399;0.232415865881138;1.08082192093134;0.267355717718602;11.7769346237183;0.395196807329363;0.304258965293302;28639842.81;26013786.76
"SPEC_18";0.1;3.6254244709457;1.98687856973202;4.1704466164112;2.2855726480484;44.6317043304443;0.325495185945496;0.278230083364677;26896688;25399225.57
"SPEC_18";0.095;2.74748795103661;1.3823586075384;3.16052697300911;1.59017318487167;44.6752510070801;0.332450885314281;0.285332275381749;27018777.86;25531329.19
"SPEC_18";0.09;1.82423960969124;0.746449571663109;2.09848363101482;0.858665823936463;44.7173595428467;0.34008679623423;0.293093330652308;27121233.15;25646528.92
"SPEC_18";0.085;0.850758840815981;0.0754093200236049;0.97865625321865;0.0867458544671535;44.7663707733154;0.348509416084459;0.301616956074813;27201076.3;25742317.47
"SPEC_18";0.085;0.850758840815981;0.0754093200236049;0.97865625321865;0.0867458544671535;44.7663707733154;0.348509416084459;0.301616956074813;27201076.3;25742317.47
"SPEC_18";0.085;0.850758840815981;0.0754093200236049;0.97865625321865;0.0867458544671535;44.7663707733154;0.348509416084459;0.301616956074813;27201076.3;25742317.47
"SPEC_18";0.085;0.850758840815981;0.0754093200236049;0.97865625321865;0.0867458544671535;44.7663707733154;0.348509416084459;0.301616956074813;27201076.3;25742317.47
"SPEC_18";0.085;0.850758840815981;0.0754093200236049;0.97865625321865;0.0867458544671535;44.7663707733154;0.348509416084459;0.301616956074813;27201076.3;25742317.47
"SPEC_18";0.085;0.850758840815981;0.0754093200236049;0.97865625321865;0.0867458544671535;44.7663707733154;0.348509416084459;0.301616956074813;27201076.3;25742317.47
"SPEC_19";0.1;1.2544572646982;0.62764921557278;1.44304400682449;0.722005814313888;11.5045008659363;0.360103957108449;0.292062050737942;27874623.54;25858504.81
"SPEC_19";0.095;0.931513174759482;0.406485084380596;1.07155065536499;0.467593342065812;11.510660648346;0.369770878520207;0.301329036247124;28071154.32;26058158.59
"SPEC_19";0.095;0.931513174759482;0.406485084380596;1.07155065536499;0.467593342065812;11.510660648346;0.369770878520207;0.301329036247124;28071154.32;26058158.59
"SPEC_19";0.095;0.931513174759482;0.406485084380596;1.07155065536499;0.467593342065812;11.510660648346;0.369770878520207;0.301329036247124;28071154.32;26058158.59
"SPEC_19";0.095;0.931513174759482;0.406485084380596;1.07155065536499;0.467593342065812;11.510660648346;0.369770878520207;0.301329036247124;28071154.32;26058158.59
"SPEC_19";0.095;0.931513174759482;0.406485084380596;1.07155065536499;0.467593342065812;11.510660648346;0.369770878520207;0.301329036247124;28071154.32;26058158.59
"SPEC_19";0.095;0.931513174759482;0.406485084380596;1.07155065536499;0.467593342065812;11.510660648346;0.369770878520207;0.301329036247124;28071154.32;26058158.59
"SPEC_19";0.095;0.931513174759482;0.406485084380596;1.07155065536499;0.467593342065812;11.510660648346;0.369770878520207;0.301329036247124;28071154.32;26058158.59
"SPEC_19";0.095;0.931513174759482;0.406485084380596;1.07155065536499;0.467593342065812;11.510660648346;0.369770878520207;0.301329036247124;28071154.32;26058158.59
"SPEC_20";0.1;3.63642684413675;1.81598053293551;4.18310301303864;2.08898293972015;33.3190822601318;0.360029999165419;0.292011393723656;27872639.84;25856860.75
