titl;template;parameter;connection;label;l_x;l_y;h_c;h_t;b_t;mat_t;mat_c;n_v_x;f_v_tens_k;f_v_ax_k;t_v;alpha_v;mu_v;con_parameter;n_fem;g_1;q_1;q_cat;a_s_l;CEM;rh;t0_creep;t_creep;t0_shrink;t_shrink;gamma_t;gamma_c;alpha_cc;gam_g;gam_q;fakt_g_t37;gam_sh;gam_sh_t37;gam_sh_fin;k_mod_t_perm;k_mod_t_medi;k_mod_t_long;k_mod_t_shor;k_mod_t_inst;gam_t;gam_c;gam_s;k_def_t;k_mod_v_perm;k_mod_v_medi;k_mod_v_long;k_mod_v_shor;k_mod_v_inst;gam_v;k_def_v;w_lim_inst;w_lim_fin;beta0;betan;t_fi;d_char_0;d_char_n;d_fi_ef;b_t_fi;h_t_fi;u_t_fi;a_t_fi;k_mod_fi_c;k_mod_fi_m;k_mod_fi_e_t;w_t_y_fi;delta_c_dur_add;delta_c_dur_st;delta_c_dur_gam;c_min_dur;delta_c_dev;d_s_u;c_min;c_nom;d_c;t_class;e_t_p;f_t_m_k;f_t_t0_k;f_t_c0_k;rho_t_k;rho_t_mean;f_t_v_k;k_cr;f_t_t0_d;f_t_c0_d;f_t_v_d;f_t_m_d;c_class;e_c_m;f_c_c_m;f_c_c_k;f_c_t_m;f_c_t_k005;f_c_c_d;f_c_t_d;psi_0;psi_1;psi_2;b_c;a_t;wy_t;iy_t;a_c;wy_c;iy_c;gkla;f_t_t0_k_fi;f_t_c0_k_fi;f_t_v_k_fi;f_t_m_k_fi;h_null;phi;beta_rh;alpha_ds1;alpha_ds2;eps_cd_0;kh;eps_cd_inf;eps_ca_inf;eps_cs_inf;k_s_inst;k_u_inst;a_v;vcrd_k;vcrdmin_vmin;vcrdmin;crdc;rho_c_l;sig_n_c_ed;vcrd;iter_count;h_c_eff_iter;h_c_eff_gzg;h_c_eff_gzt;h_c_eff_inst_gzg;h_c_eff_t37_gzg;h_c_eff_fin_gzg;h_c_eff_inst_gzt;h_c_eff_t37_gzt;h_c_eff_fin_gzt;abbruch;a_c_eff_gzg;a_c_eff_gzt;w_c_y_eff_gzg;w_c_y_eff_gzt;gam_ks;gam_ku;ei_eff_gzg;ei_eff_gzt;e_t_fin_ks;e_c_fin_ks;k_s_fin;e_t_t37_ks;e_c_t37_ks;k_s_t37;e_t_fin_ku;e_c_fin_ku;k_u_fin;e_t_t37_ku;e_c_t37_ku;k_u_t37;e_c_t37;e_c_fin;e_t_t37;e_t_fin;old_index;f_grenz;f_min;w_grenz;tot_max_a;max_nachweis_a;tot_max_eta;max_nachweis;tot_max_eta_v;max_nachweis_v;tot_max_eta_t;max_nachweis_t;tot_max_eta_c;max_nachweis_c;max_t_inst;max_t_t37;max_t_fin;max_v_inst;max_v_t37;max_v_fin;max_inst;max_t37;max_fin;max_fin_inst;max_delt;delt_inst;delt_fin;delt_nachweis;nachweis_ok;t.eta_inst_gzt_ku_1_sig_x_u;t.eta_inst_gzt_ku_2_sig_x_u;t.eta_fin_gzt_ku_1_sig_x_u;t.eta_fin_gzt_ku_2_sig_x_u;t.eta_fin_gzt_ku_3_sig_x_u;t.eta_fin_gzt_ku_4_sig_x_u;t.eta_t37_gzt_ku_1_sig_x_u;t.eta_t37_gzt_ku_2_sig_x_u;t.eta_t37_gzt_ku_3_sig_x_u;t.eta_t37_gzt_ku_4_sig_x_u;t.eta_inst_gzt_ku_1_sep_sig_x_u;t.eta_inst_gzt_ku_2_sep_sig_x_u;t.eta_fin_gzt_ku_1_sep_sig_x_u;t.eta_fin_gzt_ku_2_sep_sig_x_u;t.eta_fin_gzt_ku_3_sep_sig_x_u;t.eta_fin_gzt_ku_4_sep_sig_x_u;t.eta_t37_gzt_ku_1_sep_sig_x_u;t.eta_t37_gzt_ku_2_sep_sig_x_u;t.eta_t37_gzt_ku_3_sep_sig_x_u;t.eta_t37_gzt_ku_4_sep_sig_x_u;t.eta_inst_gzt_ku_1_sig_x_o;t.eta_inst_gzt_ku_2_sig_x_o;t.eta_fin_gzt_ku_1_sig_x_o;t.eta_fin_gzt_ku_2_sig_x_o;t.eta_fin_gzt_ku_3_sig_x_o;t.eta_fin_gzt_ku_4_sig_x_o;t.eta_t37_gzt_ku_1_sig_x_o;t.eta_t37_gzt_ku_2_sig_x_o;t.eta_t37_gzt_ku_3_sig_x_o;t.eta_t37_gzt_ku_4_sig_x_o;t.eta_inst_gzt_ku_1_sep_sig_x_o;t.eta_inst_gzt_ku_2_sep_sig_x_o;t.eta_fin_gzt_ku_1_sep_sig_x_o;t.eta_fin_gzt_ku_2_sep_sig_x_o;t.eta_fin_gzt_ku_3_sep_sig_x_o;t.eta_fin_gzt_ku_4_sep_sig_x_o;t.eta_t37_gzt_ku_1_sep_sig_x_o;t.eta_t37_gzt_ku_2_sep_sig_x_o;t.eta_t37_gzt_ku_3_sep_sig_x_o;t.eta_t37_gzt_ku_4_sep_sig_x_o;t.eta_inst_gzt_ku_1_tau;t.eta_inst_gzt_ku_2_tau;t.eta_fin_gzt_ku_1_tau;t.eta_fin_gzt_ku_2_tau;t.eta_fin_gzt_ku_3_tau;t.eta_fin_gzt_ku_4_tau;t.eta_t37_gzt_ku_1_tau;t.eta_t37_gzt_ku_2_tau;t.eta_t37_gzt_ku_3_tau;t.eta_t37_gzt_ku_4_tau;c.eta_inst_gzt_ku_1_sig_x_o;c.eta_inst_gzt_ku_2_sig_x_o;c.eta_fin_gzt_ku_1_sig_x_o;c.eta_fin_gzt_ku_2_sig_x_o;c.eta_fin_gzt_ku_3_sig_x_o;c.eta_fin_gzt_ku_4_sig_x_o;c.eta_t37_gzt_ku_1_sig_x_o;c.eta_t37_gzt_ku_2_sig_x_o;c.eta_t37_gzt_ku_3_sig_x_o;c.eta_t37_gzt_ku_4_sig_x_o;g.eta_inst_gzg_ks_w;g.eta_fin_gzg_ks_w;v.eta_inst_gzt_ku_1_Vy;v.eta_inst_gzt_ku_2_Vy;v.eta_fin_gzt_ku_1_Vy;v.eta_fin_gzt_ku_2_Vy;v.eta_fin_gzt_ku_3_Vy;v.eta_fin_gzt_ku_4_Vy;v.eta_t37_gzt_ku_1_Vy;v.eta_t37_gzt_ku_2_Vy;v.eta_t37_gzt_ku_3_Vy;v.eta_t37_gzt_ku_4_Vy;g.eta_inst_hgzg_eige
VA51_1;hbv_bemess_mech;Referenz;screws;GL24h, C30/37, 24x32 Holz, 10 cm Beton;8.1;1.35;0.1;0.32;0.24;GL24h;C30/37;24;32;10;0.01;30;0.25;ASSY plus VG L=430 mit FT-Verb.;0.1;2;3.5;Q_B;1.88;R;65;30;18250;2;18250;1.25;1.5;0.85;1.35;1.5;1;1.35;0.6;0.9;0.6;0.8;0.7;0.9;1.1;1.25;1.5;1.15;0.6;0.71;0.82;0.77;0.87;0.97;1.25;1.2;27;40.5;0.65;0.7;90;0.0585;0.063;0.07;0.1;0.25;0.6;0.025;1;1;1;0.001041667;0;0;0;15;10;6;15;25;0.072;GL24h;11500;24;19.2;24;385;420;3.5;0.71;15.36;19.2;2.8;19.2;C30/37;32840;38;30;2.9;2.03;17;1.150333333;0.7;0.5;0.3;0.675;0.0768;0.004096;0.00065536;0.0675;0.001125;5.63E-05;24;22.08;27.6;4.025;27.6;0.1;3.5;1124.33125;6000;110;0.553682;1000;0.55;0.05;0.6;19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8;13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2;0.12,0.24,0.36,0.48,0.6,0.72,0.84,0.96,1.08,1.2,1.32,1.44,1.56,1.68,1.8,1.92,2.04,2.16,2.28,2.4,2.52,2.64,2.76,2.88;2;0.542217668;26.35177869;0.12;0.002611111;0;33.67171721;6;0.08;0.085;0.08;0.085;0.085;0.085;0.08;0.08;0.08;FALSE;0.057375;0.054;0.000812813;0.00072;0.31011809;0.243094686;25647348.45;23405090.38;7187.5;3340.55;9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9;8846.15;3738.4;11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1;7187.5;3305.64;6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6;8846.15;3644.28;7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4;3738.4;3340.55;8846.15;7187.5;1;8;4.5;0.5;63.53607159;a.inst_gzt_ku_2_Vz;1.56045386;g.eta_fin_gzg_ks_w;0.60093162;v.eta_inst_gzt_ku_2_Vy;1.355403818;t.eta_fin_gzt_ku_2_sep_sig_x_u;0.85700042;c.eta_inst_gzt_ku_2_sig_x_o;1.068985356;1.34805535;1.355403818;0.60093162;0.496071368;0.502177275;1.068985356;1.34805535;1.56045386;1.56045386;1.157559191;0.792983282;1.157559191;0.863886709;FALSE;0.725027639;0.991909881;1.080139271;1.299363908;0.94678726;1.199349901;1.06620654;1.291240674;0.959333628;1.21108599;0.781366649;1.068985356;1.105832174;1.355403818;0.989421595;1.255703806;1.09914942;1.34805535;1.001037162;1.266562375;0.274317032;0.375308099;0.826703031;0.851046839;0.605713986;0.685305055;0.80266495;0.836725287;0.625706613;0.704006534;0.781366649;1.068985356;1.105832174;1.355403818;0.989421595;1.255703806;1.09914942;1.34805535;1.001037162;1.266562375;0.447271069;0.611598138;0.530459189;0.685928288;0.511568463;0.671760243;0.527810649;0.684085446;0.512343309;0.67248494;0.469892613;0.85700042;0.194141604;0.520095689;0.222568095;0.54852218;0.191852851;0.516051194;0.215465517;0.53966386;0.927219497;1.56045386;0.38048179;0.60093162;0.184010444;0.38965889;0.289035158;0.502177275;0.191622666;0.400521487;0.283381029;0.496071368;0.66847378
VA51_2;hbv_bemess_mech;Balkenlänge;screws;6,75m;6.75;1.35;0.1;0.32;0.24;GL24h;C30/37;24;32;10;0.01;30;0.25;ASSY plus VG L=430 mit FT-Verb.;0.1;2;3.5;Q_B;1.88;R;65;30;18250;2;18250;1.25;1.5;0.85;1.35;1.5;1;1.35;0.6;0.9;0.6;0.8;0.7;0.9;1.1;1.25;1.5;1.15;0.6;0.71;0.82;0.77;0.87;0.97;1.25;1.2;22.5;33.75;0.65;0.7;90;0.0585;0.063;0.07;0.1;0.25;0.6;0.025;1;1;1;0.001041667;0;0;0;15;10;6;15;25;0.072;GL24h;11500;24;19.2;24;385;420;3.5;0.71;15.36;19.2;2.8;19.2;C30/37;32840;38;30;2.9;2.03;17;1.150333333;0.7;0.5;0.3;0.675;0.0768;0.004096;0.00065536;0.0675;0.001125;5.63E-05;24;22.08;27.6;4.025;27.6;0.1;3.5;1124.33125;6000;110;0.553682;1000;0.55;0.05;0.6;19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8;13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2;0.12,0.24,0.36,0.48,0.6,0.72,0.84,0.96,1.08,1.2,1.32,1.44,1.56,1.68,1.8,1.92,2.04,2.16,2.28,2.4,2.52,2.64,2.76,2.88;2;0.542217668;26.35177869;0.12;0.002611111;0;33.67171721;6;0.08;0.09;0.08;0.09;0.09;0.09;0.08;0.08;0.08;FALSE;0.06075;0.054;0.00091125;0.00072;0.300821368;0.222362639;25063790.74;22578384.24;7187.5;3335.16;9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9;8846.15;3724.92;11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1;7187.5;3296.67;6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6;8846.15;3616.59;7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4;3724.92;3335.16;8846.15;7187.5;2;8;4.5;0.5;52.94672399;a.inst_gzt_ku_2_Vz;1.006411897;g.eta_fin_gzg_ks_w;0.459963165;v.eta_inst_gzt_ku_2_Vy;0.976626555;t.eta_fin_gzt_ku_2_sep_sig_x_u;0.604359934;c.eta_inst_gzt_ku_2_sig_x_o;0.753847893;0.966101533;0.976626555;0.459963165;0.381012403;0.385293508;0.919529617;0.966101533;1.006411897;1.006411897;1.04172477;0.951793974;1.04172477;0.959946455;FALSE;0.512810647;0.701589072;0.794195018;0.940913968;0.665354915;0.844283891;0.77679196;0.929361043;0.673441384;0.851848111;0.551009665;0.753847893;0.812607682;0.976626555;0.694350725;0.887933837;0.796722153;0.966101533;0.701842706;0.894941947;0.207219198;0.283519856;0.646894963;0.655215033;0.433389433;0.495085885;0.617352191;0.635439246;0.446232352;0.507099367;0.551009665;0.753847893;0.812607682;0.976626555;0.694350725;0.887933837;0.796722153;0.966101533;0.701842706;0.894941947;0.372247673;0.508961197;0.445910233;0.574399318;0.427118478;0.560305502;0.443054707;0.572359377;0.427667434;0.560818923;0.331407321;0.604359934;0.123849186;0.352277179;0.151349491;0.379777484;0.123664269;0.350901835;0.146533509;0.373771075;0.595514721;1.006411897;0.291226972;0.459963165;0.119143287;0.27451651;0.222082723;0.385293508;0.129005151;0.287960219;0.218118353;0.381012403;0.919529617
VA51_3;hbv_bemess_mech;Balkenlänge;screws;9,75m;9.75;1.35;0.1;0.32;0.24;GL24h;C30/37;24;32;10;0.01;30;0.25;ASSY plus VG L=430 mit FT-Verb.;0.1;2;3.5;Q_B;1.88;R;65;30;18250;2;18250;1.25;1.5;0.85;1.35;1.5;1;1.35;0.6;0.9;0.6;0.8;0.7;0.9;1.1;1.25;1.5;1.15;0.6;0.71;0.82;0.77;0.87;0.97;1.25;1.2;32.5;48.75;0.65;0.7;90;0.0585;0.063;0.07;0.1;0.25;0.6;0.025;1;1;1;0.001041667;0;0;0;15;10;6;15;25;0.072;GL24h;11500;24;19.2;24;385;420;3.5;0.71;15.36;19.2;2.8;19.2;C30/37;32840;38;30;2.9;2.03;17;1.150333333;0.7;0.5;0.3;0.675;0.0768;0.004096;0.00065536;0.0675;0.001125;5.63E-05;24;22.08;27.6;4.025;27.6;0.1;3.5;1124.33125;6000;110;0.553682;1000;0.55;0.05;0.6;19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8;13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2;0.12,0.24,0.36,0.48,0.6,0.72,0.84,0.96,1.08,1.2,1.32,1.44,1.56,1.68,1.8,1.92,2.04,2.16,2.28,2.4,2.52,2.64,2.76,2.88;2;0.542217668;26.35177869;0.12;0.002611111;0;33.67171721;7;0.075;0.085;0.075;0.085;0.085;0.085;0.075;0.075;0.075;FALSE;0.057375;0.050625;0.000812813;0.000632813;0.304673276;0.25354234;25181046.89;23509943.03;7187.5;3337.37;9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9;8846.15;3730.49;11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1;7187.5;3310.48;6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6;8846.15;3658.49;7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4;3730.49;3337.37;8846.15;7187.5;3;8;4.5;0.5;76.47860041;a.inst_gzt_ku_2_Vz;2.504647452;g.eta_fin_gzg_ks_w;0.783577467;v.eta_inst_gzt_ku_2_Vy;1.929255949;t.eta_fin_gzt_ku_2_sep_sig_x_u;1.227211358;c.eta_inst_gzt_ku_2_sig_x_o;1.552448707;1.928248607;1.929255949;0.783577467;0.637570293;0.646809081;1.552448707;1.928248607;2.504647452;2.504647452;1.298923511;0.80510817;1.298923511;0.769868273;FALSE;1.046538278;1.440789867;1.512192606;1.845294176;1.377856694;1.744542243;1.505520198;1.844057593;1.398176551;1.763549857;1.128156367;1.552448707;1.562056354;1.929255949;1.438541942;1.83662014;1.556063185;1.928248607;1.457350838;1.854214347;0.400192793;0.54752138;1.105998421;1.173603084;0.89237703;1.007921915;1.101179833;1.170533212;0.924785547;1.038237498;1.128156367;1.552448707;1.562056354;1.929255949;1.438541942;1.83662014;1.556063185;1.928248607;1.457350838;1.854214347;0.543496869;0.743246029;0.635546513;0.82580936;0.616352608;0.811413931;0.63319155;0.82425933;0.617519126;0.812505012;0.674136644;1.229501926;0.297174095;0.767123421;0.328679496;0.798628822;0.291438385;0.758606462;0.317428986;0.784597063;1.507241176;2.504647452;0.496124612;0.783577467;0.266882325;0.534705219;0.369477089;0.646809081;0.271523603;0.542505042;0.36092191;0.637570293;0.479690909
VA51_4;hbv_bemess_mech;Balkenabstand;screws;0,675m;8.1;0.675;0.1;0.32;0.24;GL24h;C30/37;24;32;10;0.01;30;0.25;ASSY plus VG L=430 mit FT-Verb.;0.1;2;3.5;Q_B;1.88;R;65;30;18250;2;18250;1.25;1.5;0.85;1.35;1.5;1;1.35;0.6;0.9;0.6;0.8;0.7;0.9;1.1;1.25;1.5;1.15;0.6;0.71;0.82;0.77;0.87;0.97;1.25;1.2;27;40.5;0.65;0.7;90;0.0585;0.063;0.07;0.1;0.25;0.6;0.025;1;1;1;0.001041667;0;0;0;15;10;6;15;25;0.072;GL24h;11500;24;19.2;24;385;420;3.5;0.71;15.36;19.2;2.8;19.2;C30/37;32840;38;30;2.9;2.03;17;1.150333333;0.7;0.5;0.3;0.675;0.0768;0.004096;0.00065536;0.0675;0.001125;5.63E-05;24;22.08;27.6;4.025;27.6;0.1;3.5;1124.33125;6000;110;0.553682;1000;0.55;0.05;0.6;19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8;13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2;0.12,0.24,0.36,0.48,0.6,0.72,0.84,0.96,1.08,1.2,1.32,1.44,1.56,1.68,1.8,1.92,2.04,2.16,2.28,2.4,2.52,2.64,2.76,2.88;2;0.542217668;26.35177869;0.12;0.002611111;0;33.67171721;5;0.085;0.1;0.085;0.1;0.1;0.1;0.085;0.085;0.085;FALSE;0.0675;0.057375;0.001125;0.000812813;0.298783838;0.232987107;25104106.43;23255993.37;7187.5;3334;9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9;8846.15;3721.98;11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1;7187.5;3301.16;6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6;8846.15;3630.7;7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4;3721.98;3334;8846.15;7187.5;4;8;4.5;0.5;32.57635034;a.inst_gzt_ku_2_Vz;0.933225034;g.eta_fin_gzg_ks_w;0.306922033;v.eta_inst_gzt_ku_2_Vy;0.740424951;t.eta_fin_gzt_ku_2_sep_sig_x_u;0.441766327;c.eta_inst_gzt_ku_2_sig_x_o;0.547033276;0.727803414;0.740424951;0.306922033;0.255248803;0.258459571;0.813239038;0.727803414;0.933225034;0.933225034;1.282248772;1.117388326;1.282248772;0.779879866;TRUE;0.378585113;0.507573506;0.62885421;0.715760652;0.494183823;0.614757861;0.60879633;0.701897951;0.500847325;0.620936197;0.40801837;0.547033276;0.640172376;0.740424951;0.51679325;0.647890607;0.621885876;0.727803414;0.522963752;0.65361182;0.143119753;0.191896361;0.538310045;0.518447657;0.313309254;0.349697063;0.50408146;0.494655859;0.323917111;0.359532598;0.40801837;0.547033276;0.640172376;0.740424951;0.51679325;0.647890607;0.621885876;0.727803414;0.522963752;0.65361182;0.231593621;0.310197769;0.285443573;0.356864864;0.266942349;0.342988946;0.282577076;0.354797723;0.267409493;0.343422035;0.247194447;0.441766327;0.088493209;0.251728923;0.114593881;0.277829596;0.088937993;0.251272899;0.110780243;0.273115149;0.474951267;0.933225034;0.198302135;0.306922033;0.072415227;0.16537424;0.153027638;0.258459571;0.078767926;0.174785024;0.150028035;0.255248803;0.813239038
